pts,elo_i,opp_pts,elo_n
90,1380.0576,106,1373.7849
106,1665.2598,90,1671.5325
94,1374.3632,90,1380.4819
90,1465.4586,94,1459.3398
122,1671.5325,94,1680.3671
94,1576.5107,122,1567.6761
105,1380.4819,116,1375.4119
116,1459.3398,105,1464.4099
98,1537.2306,102,1525.8097
102,1437.957,98,1449.3779
107,1529.2734,99,1532.0903
99,1373.7849,107,1370.968
101,1370.968,114,1367.9294
114,1567.6761,101,1570.7147
115,1505.7043,116,1500.5129
116,1532.0903,115,1537.2817
108,1367.9294,121,1354.8286
121,1449.3779,108,1462.4788
105,1537.2817,104,1542.7168
104,1525.8097,105,1520.3746
96,1375.4119,106,1371.6327
106,1500.5129,96,1504.2921
111,1462.4788,106,1475.4539
106,1570.7147,111,1557.7396
127,1371.6327,133,1369.1458
133,1520.3746,127,1522.8616
113,1354.8286,130,1353.0918
130,1680.3671,113,1682.1039
130,1504.2921,103,1518.9347
103,1522.8616,130,1508.219
105,1464.4099,103,1469.1239
103,1557.7396,105,1553.0256
134,1542.7168,99,1554.6471
99,1475.4539,134,1463.5236
103,1553.0256,106,1548.0183
106,1682.1039,103,1687.1112
130,1508.219,121,1511.5138
121,1369.1458,130,1365.851
117,1463.5236,119,1454.5701
119,1353.0918,117,1362.0453
101,1365.851,108,1363.2072
108,1518.9347,101,1521.5785
99,1469.1239,110,1455.6838
110,1511.5138,99,1524.9539
123,1455.6838,114,1469.1836
114,1454.5701,123,1441.0703
110,1687.1112,84,1693.0139
84,1524.9539,110,1519.0511
118,1548.0183,116,1554.8729
116,1554.6471,118,1547.7925
110,1469.1836,109,1478.6295
109,1693.0139,110,1683.568
121,1362.0453,99,1383.3757
99,1519.0511,121,1497.7207
132,1521.5785,123,1529.3302
123,1363.2072,132,1355.4554
114,1529.3302,112,1539.1815
112,1683.568,114,1673.7167
106,1547.7925,123,1538.3322
123,1554.8729,106,1564.3333
115,1539.1815,127,1527.626
127,1441.0703,115,1452.6259
110,1355.4554,111,1352.8658
111,1564.3333,110,1566.9229
113,1673.7167,102,1681.2169
102,1478.6295,113,1471.1293
94,1497.7207,108,1490.5988
108,1538.3322,94,1545.4541
122,1490.5988,106,1514.626
106,1566.9229,122,1542.8956
111,1527.626,105,1534.1482
105,1383.3757,111,1376.8535
102,1452.6259,99,1461.0641
99,1681.2169,102,1672.7787
114,1542.8956,108,1552.7692
108,1514.626,114,1504.7524
114,1545.4541,107,1549.4152
107,1471.1293,114,1467.1682
97,1549.4152,100,1547.3607
100,1672.7787,97,1674.8331
111,1467.1682,124,1455.3485
124,1376.8535,111,1388.6732
92,1552.7692,90,1559.1265
90,1534.1482,92,1527.7909
106,1388.6732,105,1395.5143
105,1461.0641,106,1454.223
127,1674.8331,120,1675.8518
120,1352.8658,127,1351.8472
131,1527.7909,121,1535.7089
121,1559.1265,131,1551.2085
115,1455.3485,118,1449.5927
118,1547.3607,115,1553.1166
108,1449.5927,96,1476.9087
96,1675.8518,108,1648.5358
103,1351.8472,94,1361.6663
94,1454.223,103,1444.4039
104,1504.7524,111,1494.6193
111,1551.2085,104,1561.3417
94,1395.5143,100,1393.1421
100,1553.1166,94,1555.4888
99,1393.1421,97,1401.9127
97,1494.6193,99,1485.8486
101,1361.6663,93,1371.5681
93,1485.8486,101,1475.9468
109,1444.4039,108,1451.9048
108,1555.4888,109,1547.9879
116,1561.3417,125,1551.2675
125,1451.9048,116,1461.979
122,1648.5358,118,1650.3253
118,1475.9468,122,1474.1572
117,1401.9127,130,1397.6486
130,1535.7089,117,1539.973
93,1371.5681,124,1349.6127
124,1476.9087,93,1498.8641
128,1498.8641,117,1505.4296
117,1474.1572,128,1467.5918
110,1547.9879,98,1559.7244
98,1650.3253,110,1638.5889
133,1551.2675,112,1560.4233
112,1505.4296,133,1496.2737
111,1397.6486,117,1395.0756
117,1539.973,111,1542.546
98,1560.4233,129,1550.077
129,1638.5889,98,1648.9352
93,1395.0756,101,1386.0363
101,1496.2737,93,1505.313
91,1559.7244,106,1540.4319
106,1349.6127,91,1368.9052
109,1467.5918,106,1472.6782
106,1542.546,109,1537.4596
105,1550.077,95,1552.8796
95,1368.9052,105,1366.1025
110,1461.979,126,1455.3971
126,1537.4596,110,1544.0415
94,1540.4319,97,1531.8419
97,1505.313,94,1513.903
129,1552.8796,107,1557.9908
107,1386.0363,129,1380.925
113,1366.1025,117,1363.2473
117,1648.9352,113,1651.7904
117,1513.903,118,1508.7723
118,1544.0415,117,1549.1721
136,1455.3971,137,1452.9039
137,1472.6782,136,1475.1714
114,1475.1714,120,1469.4935
120,1452.9039,114,1458.5818
91,1363.2473,116,1360.4243
116,1651.7904,91,1654.6134
115,1557.9908,125,1544.5178
125,1380.925,115,1394.3981
105,1531.8419,102,1535.8611
102,1549.1721,105,1545.153
106,1535.8611,108,1531.4254
108,1458.5818,106,1463.0175
104,1544.5178,90,1553.1149
90,1545.153,104,1536.5559
119,1508.7723,106,1513.4889
106,1394.3981,119,1389.6815
112,1469.4935,85,1496.4559
85,1654.6134,112,1627.651
125,1513.4889,108,1530.9003
108,1463.0175,125,1445.6061
110,1389.6815,100,1395.7405
100,1360.4243,110,1354.3654
81,1496.4559,105,1479.9142
105,1627.651,81,1644.1927
113,1445.6061,124,1434.897
124,1553.1149,113,1563.824
104,1530.9003,109,1526.326
109,1536.5559,104,1541.1301
115,1531.4254,94,1536.106
94,1354.3654,115,1349.6848
97,1434.897,102,1427.6362
102,1526.326,97,1533.5868
98,1541.1301,108,1530.8693
108,1644.1927,98,1654.4536
100,1349.6848,102,1343.8572
102,1395.7405,100,1401.5681
113,1536.106,93,1555.2103
93,1479.9142,113,1460.8098
111,1343.8572,90,1373.354
90,1427.6362,111,1398.1394
114,1401.5681,122,1394.4529
122,1563.824,114,1570.9392
116,1654.4536,101,1668.7439
101,1570.9392,116,1556.6489
91,1530.8693,95,1522.6942
95,1555.2103,91,1563.3854
118,1668.7439,109,1677.2567
109,1533.5868,118,1525.074
100,1460.8098,104,1450.266
104,1394.4529,100,1404.9967
112,1677.2567,99,1679.1622
99,1398.1394,112,1396.2339
133,1373.354,106,1397.6113
106,1525.074,133,1500.8167
124,1450.266,107,1458.2006
107,1404.9967,124,1397.0621
115,1556.6489,109,1567.6222
109,1563.3854,115,1552.4121
116,1522.6942,115,1524.1621
115,1397.0621,116,1395.5942
121,1500.8167,115,1508.4585
115,1397.6113,121,1389.9695
112,1458.2006,119,1453.75
119,1508.4585,112,1512.9091
124,1679.1622,109,1684.0233
109,1552.4121,124,1547.551
131,1395.5942,116,1421.5763
116,1524.1621,131,1498.1801
134,1453.75,132,1459.2429
132,1389.9695,134,1384.4766
140,1396.2339,120,1413.6318
120,1512.9091,140,1495.5111
106,1459.2429,107,1458.3857
107,1684.0233,106,1684.8805
126,1498.1801,120,1506.5901
120,1421.5763,126,1413.1663
103,1384.4766,117,1374.4314
117,1547.551,103,1557.5962
112,1684.8805,113,1673.8804
113,1374.4314,112,1385.4315
111,1567.6222,107,1570.7993
107,1506.5901,111,1503.413
108,1557.5962,114,1548.5587
114,1413.1663,108,1422.2037
117,1458.3857,111,1464.4302
111,1495.5111,117,1489.4667
104,1413.6318,99,1418.5027
99,1422.2037,104,1417.3329
140,1489.4667,113,1518.8182
113,1503.413,140,1474.0614
133,1570.7993,105,1585.5784
105,1385.4315,133,1370.6525
105,1548.5587,115,1539.1272
115,1673.8804,105,1683.3119
111,1464.4302,113,1458.7607
113,1518.8182,111,1524.4877
113,1370.6525,125,1365.915
125,1474.0614,113,1478.7988
118,1458.7607,124,1451.2303
124,1365.915,118,1373.4454
135,1478.7988,117,1491.1318
117,1524.4877,135,1512.1547
118,1683.3119,106,1685.264
106,1417.3329,118,1415.3807
130,1585.5784,125,1589.3693
125,1539.1272,130,1535.3363
108,1373.4454,114,1364.0887
114,1418.5027,108,1427.8594
116,1427.8594,118,1419.8563
118,1364.0887,116,1372.0918
122,1451.2303,129,1446.5563
129,1491.1318,122,1495.8059
125,1512.1547,135,1500.8922
135,1589.3693,125,1600.6317
84,1535.3363,97,1525.2357
97,1685.264,84,1695.3646
126,1419.8563,119,1430.9044
119,1600.6317,126,1589.5836
112,1695.3646,106,1696.5612
106,1415.3807,112,1414.1842
99,1525.2357,89,1533.6792
89,1372.0918,99,1363.6483
112,1495.8059,133,1491.6962
133,1696.5612,112,1700.6709
113,1589.5836,108,1591.9165
108,1446.5563,113,1444.2234
117,1363.6483,123,1359.563
123,1414.1842,117,1418.2695
104,1444.2234,122,1437.5706
122,1533.6792,104,1540.332
114,1430.9044,121,1426.8539
121,1700.6709,114,1704.7214
120,1418.2695,125,1411.7927
125,1540.332,120,1546.8088
102,1437.5706,118,1424.6284
118,1359.563,102,1372.5051
115,1491.6962,117,1488.6049
117,1500.8922,115,1503.9835
124,1426.8539,140,1415.9645
140,1591.9165,124,1602.8059
100,1424.6284,101,1421.2687
101,1372.5051,100,1375.8649
129,1415.9645,103,1429.4181
103,1421.2687,129,1407.8151
89,1411.7927,101,1406.7976
101,1704.7214,89,1709.7166
115,1488.6049,112,1497.7341
112,1546.8088,115,1537.6796
132,1407.8151,142,1401.5388
142,1429.4181,132,1435.6943
89,1709.7166,85,1715.8811
85,1602.8059,89,1596.6414
99,1497.7341,92,1510.8296
92,1537.6796,99,1524.5841
108,1406.7976,109,1403.0162
109,1524.5841,108,1528.3655
125,1596.6414,116,1602.5505
116,1375.8649,125,1369.9557
106,1528.3655,138,1522.3871
138,1715.8811,106,1721.8595
102,1369.9557,116,1367.3456
116,1602.5505,102,1605.1606
129,1435.6943,121,1447.127
121,1403.0162,129,1391.5836
102,1401.5388,121,1395.0713
121,1503.9835,102,1510.451
105,1391.5836,110,1387.9536
110,1447.127,105,1450.757
104,1510.8296,112,1505.0686
112,1721.8595,104,1727.6205
107,1510.451,114,1506.8719
114,1605.1606,107,1608.7397
94,1727.6205,91,1729.5789
91,1395.0713,94,1393.1129
82,1367.3456,83,1366.0885
83,1522.3871,82,1523.6442
128,1608.7397,119,1616.5039
119,1450.757,128,1442.9928
107,1729.5789,103,1733.3531
103,1505.0686,107,1501.2943
115,1366.0885,118,1358.8062
118,1387.9536,115,1395.236
104,1506.8719,102,1513.9285
102,1523.6442,104,1516.5876
120,1442.9928,122,1434.5747
122,1358.8062,120,1367.2242
140,1616.5039,114,1620.7689
114,1395.236,140,1390.9709
127,1501.2943,128,1497.0977
128,1390.9709,127,1395.1676
90,1513.9285,100,1499.6016
100,1516.5876,90,1530.9146
104,1497.0977,100,1503.3772
100,1395.1676,104,1388.8881
126,1499.6016,138,1480.267
138,1434.5747,126,1453.9093
95,1480.267,104,1478.5087
104,1733.3531,95,1735.1115
124,1620.7689,106,1626.5413
106,1503.3772,124,1497.6049
87,1393.1129,89,1385.874
89,1367.2242,87,1374.4631
107,1530.9146,87,1548.7046
87,1453.9093,107,1436.1193
89,1385.874,102,1368.2509
102,1374.4631,89,1392.0863
98,1626.5413,101,1624.3242
101,1735.1115,98,1737.3285
105,1497.6049,118,1491.1488
118,1548.7046,105,1555.1606
109,1478.5087,95,1491.8654
95,1388.8881,109,1375.5314
99,1555.1606,103,1552.1066
103,1624.3242,99,1627.3783
103,1375.5314,97,1383.7346
97,1491.8654,103,1483.6621
131,1737.3285,105,1745.4463
105,1436.1193,131,1428.0015
102,1627.3783,90,1633.7302
90,1383.7346,102,1377.3827
103,1392.0863,119,1386.2351
119,1491.1488,103,1497
111,1483.6621,102,1487.389
102,1368.2509,111,1364.5239
94,1364.5239,104,1363.6388
104,1745.4463,94,1746.3314
109,1487.389,103,1494.8395
103,1377.3827,109,1369.9323
117,1497,107,1501.0693
107,1386.2351,117,1382.1658
110,1552.1066,117,1536.0305
117,1428.0015,110,1444.0775
106,1444.0775,97,1453.5251
97,1536.0305,106,1526.5829
104,1494.8395,100,1510.3815
100,1746.3314,104,1730.7894
102,1633.7302,105,1619.6885
105,1369.9323,102,1383.974
106,1526.5829,114,1518.3829
114,1453.5251,106,1461.7251
93,1501.0693,117,1497.2284
117,1730.7894,93,1734.6304
103,1363.6388,124,1360.6289
124,1619.6885,103,1622.6984
104,1461.7251,142,1449.392
142,1734.6304,104,1746.9635
105,1510.3815,107,1505.0709
107,1383.974,105,1389.2845
111,1497.2284,99,1508.2279
99,1382.1658,111,1371.1663
115,1622.6984,107,1627.2366
107,1360.6289,115,1356.0907
115,1746.9635,98,1749.7836
98,1505.0709,115,1502.2509
122,1389.2845,108,1400.3236
108,1449.392,122,1438.3529
112,1627.2366,119,1618.2269
119,1508.2279,112,1517.2375
100,1371.1663,117,1366.4171
117,1518.3829,100,1523.1321
105,1356.0907,90,1378.298
90,1618.2269,105,1596.0197
106,1366.4171,99,1379.3009
99,1400.3236,106,1387.4398
137,1517.2375,133,1523.077
133,1596.0197,137,1590.1802
105,1749.7836,118,1730.3226
118,1502.2509,105,1521.7118
119,1438.3529,124,1435.2063
124,1523.1321,119,1526.2787
121,1387.4398,97,1408.7987
97,1526.2787,121,1504.9198
97,1730.3226,90,1732.9957
90,1379.3009,97,1376.6278
109,1523.077,99,1531.8115
99,1378.298,109,1369.5635
123,1732.9957,95,1735.05
95,1376.6278,123,1374.5735
94,1369.5635,96,1368.1177
96,1531.8115,94,1533.2573
122,1590.1802,127,1583.9373
127,1521.7118,122,1527.9547
110,1408.7987,107,1418.8201
107,1504.9198,110,1494.8984
118,1533.2573,121,1527.3665
121,1418.8201,118,1424.7109
102,1368.1177,113,1360.9858
113,1374.5735,102,1381.7053
119,1527.9547,105,1535.3329
105,1494.8984,119,1487.5203
122,1435.2063,114,1459.4761
114,1735.05,122,1710.7803
99,1527.3665,130,1515.8723
130,1583.9373,99,1595.4314
106,1360.9858,111,1357.4963
111,1424.7109,106,1428.2004
95,1381.7053,116,1367.9435
116,1535.3329,95,1549.0947
123,1549.0947,119,1552.2635
119,1487.5203,123,1484.3514
120,1357.4963,112,1373.9961
112,1459.4761,120,1442.9763
114,1710.7803,113,1712.3284
113,1595.4314,114,1593.8833
118,1367.9435,112,1380.6372
112,1428.2004,118,1415.5067
116,1442.9763,112,1448.6846
112,1515.8723,116,1510.1641
122,1593.8833,127,1582.8798
127,1552.2635,122,1563.2671
109,1380.6372,106,1384.9663
106,1415.5067,109,1411.1776
101,1373.9961,108,1370.6903
108,1484.3514,101,1487.6572
97,1510.1641,101,1508.6423
101,1712.3284,97,1713.8501
112,1448.6846,119,1442.0981
119,1411.1776,112,1417.764
126,1487.6572,103,1494.5201
103,1370.6903,126,1363.8274
98,1563.2671,117,1549.9938
117,1508.6423,98,1521.9156
134,1582.8798,121,1596.5608
121,1713.8501,134,1700.1691
108,1494.5201,103,1501.3121
103,1384.9663,108,1378.1743
132,1549.9938,114,1553.9961
114,1363.8274,132,1359.8251
112,1596.5608,115,1583.6272
115,1378.1743,112,1391.1079
117,1700.1691,106,1705.1509
106,1417.764,117,1412.7822
99,1521.9156,110,1508.0239
110,1553.9961,99,1567.8878
94,1442.0981,124,1416.8544
124,1501.3121,94,1526.5559
130,1583.6272,109,1588.4684
109,1412.7822,130,1407.941
106,1359.8251,100,1370.8406
100,1567.8878,106,1556.8723
94,1705.1509,92,1705.7639
92,1391.1079,94,1390.4949
114,1508.0239,95,1513.4283
95,1370.8406,114,1365.4362
144,1526.5559,100,1537.9956
100,1416.8544,144,1405.4147
123,1405.4147,117,1410.6267
117,1407.941,123,1402.729
106,1556.8723,108,1554.0817
108,1588.4684,106,1591.259
123,1390.4949,113,1409.937
113,1705.7639,123,1686.3218
105,1365.4362,129,1349.9641
129,1513.4283,105,1528.9004
111,1410.6267,126,1408.491
126,1686.3218,111,1688.4575
99,1591.259,92,1601.1671
92,1537.9956,99,1528.0875
102,1408.491,106,1399.7284
106,1409.937,102,1418.6996
103,1528.0875,111,1523.7864
111,1601.1671,103,1605.4683
106,1349.9641,114,1339.2533
114,1402.729,106,1413.4398
114,1605.4683,125,1589.8875
125,1399.7284,114,1415.3092
114,1523.7864,121,1521.3018
121,1688.4575,114,1690.9421
98,1418.6996,118,1402.9288
118,1528.9004,98,1544.6711
109,1521.3018,119,1518.318
119,1690.9421,109,1693.9259
117,1544.6711,110,1556.702
110,1554.0817,117,1542.0508
106,1339.2533,107,1334.8201
107,1413.4398,106,1417.873
119,1556.702,111,1564.4482
111,1415.3092,119,1407.563
98,1417.873,110,1406.2559
110,1518.318,98,1529.9352
111,1542.0508,92,1555.6603
92,1402.9288,111,1389.3193
114,1693.9259,108,1696.2791
108,1334.8201,114,1332.4669
106,1407.563,107,1404.2062
107,1555.6603,106,1559.0171
114,1696.2791,129,1681.2017
129,1564.4482,114,1579.5256
104,1589.8875,109,1580.079
109,1389.3193,104,1399.1278
112,1529.9352,107,1532.517
107,1406.2559,112,1403.6741
112,1404.2062,122,1395.8201
122,1559.0171,112,1567.4032
107,1532.517,97,1539.4325
97,1332.4669,107,1325.5514
127,1580.079,131,1571.6843
131,1395.8201,127,1404.2147
104,1567.4032,132,1541.1348
132,1399.1278,104,1425.3962
111,1404.2147,100,1412.2626
100,1425.3962,111,1417.3484
104,1541.1348,106,1535.6187
106,1403.6741,104,1409.1902
97,1681.2017,95,1686.0038
95,1579.5256,97,1574.7235
103,1325.5514,111,1319.864
111,1539.4325,103,1545.1199
90,1545.1199,106,1536.9248
106,1574.7235,90,1582.9186
130,1686.0038,112,1690.4664
112,1319.864,130,1315.4014
115,1571.6843,117,1565.6931
117,1409.1902,115,1415.1814
102,1417.3484,99,1420.9916
99,1412.2626,102,1408.6194
116,1315.4014,129,1310.1493
129,1408.6194,116,1413.8715
117,1420.9916,126,1417.7932
126,1565.6931,117,1568.8915
118,1535.6187,122,1532.2256
122,1582.9186,118,1586.3116
102,1536.9248,108,1530.6434
108,1690.4664,102,1696.7478
130,1415.1814,110,1448.5409
110,1568.8915,130,1535.532
121,1535.532,105,1538.5034
105,1310.1493,121,1307.1779
117,1532.2256,126,1527.1696
126,1586.3116,117,1591.3677
98,1417.7932,99,1413.9403
99,1530.6434,98,1534.4963
108,1538.5034,151,1507.3513
151,1413.8715,108,1445.0236
104,1591.3677,102,1600.218
102,1696.7478,104,1687.8975
110,1448.5409,107,1450.4105
107,1307.1779,110,1305.3082
110,1527.1696,124,1518.8717
124,1534.4963,110,1542.7942
115,1305.3082,110,1319.3828
110,1450.4105,115,1436.3359
124,1687.8975,128,1677.9756
128,1445.0236,124,1454.9454
109,1507.3513,110,1501.9171
110,1518.8717,109,1524.3059
105,1600.218,103,1603.6381
103,1413.9403,105,1410.5203
96,1410.5203,93,1418.8942
93,1436.3359,96,1427.962
103,1524.3059,98,1532.7859
98,1677.9756,103,1669.4956
93,1319.3828,97,1314.8335
97,1501.9171,93,1506.4664
109,1542.7942,107,1546.9535
107,1603.6381,109,1599.4788
105,1427.962,111,1423.3995
111,1454.9454,105,1459.5079
133,1669.4956,111,1675.4968
111,1532.7859,133,1526.7847
104,1506.4664,106,1504.3932
106,1599.4788,104,1601.552
106,1418.8942,132,1411.8232
132,1546.9535,106,1554.0244
111,1459.5079,102,1467.7041
102,1314.8335,111,1306.6373
123,1601.552,114,1604.9386
114,1467.7041,123,1464.3175
124,1411.8232,122,1416.9241
122,1526.7847,124,1521.6838
106,1423.3995,124,1415.4127
124,1675.4968,106,1683.4836
134,1416.9241,123,1437.0642
123,1521.6838,134,1501.5437
113,1504.3932,137,1494.5122
137,1554.0244,113,1563.9054
100,1415.4127,112,1413.4839
112,1683.4836,100,1685.4125
116,1464.3175,121,1461.9547
121,1604.9386,116,1607.3014
99,1306.6373,101,1304.1655
101,1563.9054,99,1566.3772
118,1494.5122,108,1508.5665
108,1685.4125,118,1671.3582
93,1304.1655,115,1297.0267
115,1607.3014,93,1614.4402
102,1461.9547,114,1444.5701
114,1437.0642,102,1454.4489
106,1614.4402,101,1618.2021
101,1566.3772,106,1562.6152
116,1413.4839,131,1407.5618
131,1501.5437,116,1507.4658
126,1507.4658,143,1494.754
143,1444.5701,126,1457.2819
106,1671.3582,98,1672.1637
98,1297.0267,106,1296.2212
108,1618.2021,115,1604.5568
115,1562.6152,108,1576.2606
113,1508.5665,103,1520.7539
103,1454.4489,113,1442.2615
111,1520.7539,102,1525.2439
102,1442.2615,111,1437.7715
100,1604.5568,99,1607.2869
99,1407.5618,100,1404.8317
107,1494.754,115,1474.5256
115,1296.2212,107,1316.4496
106,1607.2869,117,1594.1771
117,1457.2819,106,1470.3916
119,1437.7715,114,1448.5631
114,1672.1637,119,1661.3721
101,1576.2606,94,1577.7229
94,1316.4496,101,1314.9873
110,1470.3916,113,1467.4983
113,1525.2439,110,1528.1372
112,1314.9873,98,1348.1711
98,1594.1771,112,1560.9933
114,1467.4983,118,1462.9203
118,1448.5631,114,1453.1411
125,1528.1372,122,1534.7139
122,1474.5256,125,1467.949
98,1404.8317,107,1402.0818
107,1577.7229,98,1580.4728
99,1534.7139,116,1529.4227
116,1661.3721,99,1666.6632
105,1462.9203,127,1451.5068
127,1467.949,105,1479.3624
103,1453.1411,112,1449.6372
112,1580.4728,103,1583.9767
119,1479.3624,117,1487.0879
117,1529.4227,119,1521.6973
108,1451.5068,105,1462.3882
105,1583.9767,108,1573.0953
121,1521.6973,120,1526.7556
120,1487.0879,121,1482.0295
129,1573.0953,105,1580.3998
105,1462.3882,129,1455.0837
99,1580.3998,131,1555.3057
131,1455.0837,99,1480.1779
108,1482.0295,94,1502.3068
94,1526.7556,108,1506.4784
109,1480.1779,103,1487.2179
103,1555.3057,109,1548.2656
112,1506.4784,119,1500.7667
119,1502.3068,112,1508.0184
115,1487.2179,121,1483.5671
121,1560.9933,115,1564.644
98,1508.0184,108,1504.8527
108,1666.6632,98,1669.829
115,1483.5671,118,1481.0211
118,1564.644,115,1567.1901
103,1669.829,109,1660.1643
109,1504.8527,103,1514.5173
115,1567.1901,122,1559.2004
122,1481.0211,115,1489.0107
112,1660.1643,94,1665.1438
94,1514.5173,112,1509.5378
114,1489.0107,112,1493.3262
112,1559.2004,114,1554.885
131,1665.1438,134,1658.3644
134,1509.5378,131,1516.3173
108,1516.3173,114,1513.7405
114,1658.3644,108,1660.9412
120,1554.885,112,1559.4344
112,1493.3262,120,1488.7767
117,1559.4344,115,1564.7993
115,1488.7767,117,1483.4119
106,1660.9412,112,1651.8199
112,1513.7405,106,1522.8617
109,1522.8617,110,1521.4191
110,1651.8199,109,1653.2626
142,1653.2626,110,1663.3235
110,1564.7993,142,1554.7384
123,1554.7384,129,1551.6721
129,1663.3235,123,1666.3898
126,1551.6721,105,1569.5476
105,1666.3898,126,1648.5143
112,1648.5143,99,1661.7303
99,1569.5476,112,1556.3315
129,1661.7303,96,1671.1779
96,1556.3315,129,1546.884
100,1501.8251,111,1488.089
111,1537.4492,100,1551.1853
122,1536.4131,115,1543.3733
115,1387.3784,122,1380.4182
133,1517.3143,101,1546.5564
101,1488.8088,133,1459.5668
102,1629.6334,98,1631.7465
98,1488.089,102,1485.976
103,1427.8113,111,1422.6659
111,1463.4779,103,1468.6233
106,1543.3733,94,1559.9374
94,1551.1853,106,1534.6212
124,1459.5668,144,1449.8765
144,1485.976,124,1495.6663
100,1380.4182,99,1387.9904
99,1495.6663,100,1488.0941
99,1534.6212,119,1519.1486
119,1449.8765,99,1465.3491
96,1559.9374,100,1556.9226
100,1631.7465,96,1634.7612
116,1422.6659,103,1432.5986
103,1468.6233,116,1458.6906
108,1465.3491,123,1442.2804
123,1387.9904,108,1411.0591
101,1556.9226,106,1549.9309
106,1458.6906,101,1465.6823
103,1432.5986,120,1426.9482
120,1546.5564,103,1552.2068
120,1519.1486,110,1530.1293
110,1634.7612,120,1623.7805
98,1426.9482,117,1405.9395
117,1442.2804,98,1463.2892
102,1465.6823,104,1463.5161
104,1549.9309,102,1552.097
107,1463.2892,108,1456.7034
108,1405.9395,107,1412.5253
113,1488.0941,108,1496.0798
108,1623.7805,113,1615.7948
140,1552.097,116,1560.267
116,1463.5161,140,1455.3462
121,1456.7034,131,1443.913
131,1496.0798,121,1508.8702
108,1412.5253,106,1419.3132
106,1615.7948,108,1609.0068
100,1455.3462,110,1446.9911
110,1411.0591,100,1419.4142
122,1560.267,124,1550.6906
124,1419.4142,122,1428.9906
134,1552.2068,114,1561.1614
114,1508.8702,134,1499.9156
122,1530.1293,95,1538.0717
95,1419.3132,122,1411.3708
105,1609.0068,100,1611.0806
100,1443.913,105,1441.8392
113,1499.9156,107,1503.3088
107,1411.3708,113,1407.9777
104,1446.9911,103,1452.3191
103,1428.9906,104,1423.6626
129,1441.8392,114,1451.2356
114,1452.3191,129,1442.9227
108,1423.6626,122,1417.7635
122,1503.3088,108,1509.2079
100,1561.1614,110,1548.6764
110,1407.9777,100,1420.4626
116,1538.0717,120,1534.0874
120,1550.6906,116,1554.6748
108,1442.9227,107,1445.7172
107,1451.2356,108,1448.4412
119,1548.6764,121,1539.3037
121,1417.7635,119,1427.1362
129,1611.0806,118,1619.6962
118,1448.4412,129,1439.8256
114,1420.4626,120,1412.407
120,1509.2079,114,1517.2635
116,1534.0874,118,1531.1515
118,1554.6748,116,1557.6107
115,1427.1362,133,1421.2067
133,1539.3037,115,1545.2333
91,1545.2333,101,1540.3503
101,1619.6962,91,1624.5791
114,1517.2635,103,1529.4521
103,1445.7172,114,1433.5286
110,1421.2067,100,1427.8578
100,1412.407,110,1405.7559
131,1531.1515,101,1547.4948
101,1557.6107,131,1541.2675
137,1439.8256,116,1456.8632
116,1541.2675,137,1524.2299
130,1624.5791,116,1634.4315
116,1456.8632,130,1447.0107
118,1540.3503,110,1545.9803
110,1524.2299,118,1518.5999
107,1427.8578,102,1432.1042
102,1405.7559,107,1401.5094
124,1447.0107,117,1455.4385
117,1547.4948,124,1539.067
124,1529.4521,119,1532.4279
119,1433.5286,124,1430.5529
133,1518.5999,125,1522.0463
125,1401.5094,133,1398.063
87,1634.4315,83,1637.1133
83,1539.067,87,1536.3853
101,1432.1042,109,1428.6003
109,1545.9803,101,1549.4843
103,1428.6003,102,1433.7245
102,1398.063,103,1392.9388
107,1522.0463,106,1523.7938
106,1430.5529,107,1428.8053
114,1637.1133,123,1627.8179
123,1549.4843,114,1558.7797
93,1392.9388,122,1388.665
122,1627.8179,93,1632.0917
132,1455.4385,135,1452.8405
135,1532.4279,132,1535.0259
127,1558.7797,119,1566.8833
119,1428.8053,127,1420.7017
113,1433.7245,138,1425.8894
138,1536.3853,113,1544.2203
129,1523.7938,114,1530.2388
114,1452.8405,129,1446.3955
123,1425.8894,112,1442.1406
112,1446.3955,123,1430.1443
95,1388.665,120,1377.6147
120,1420.7017,95,1431.752
98,1544.2203,107,1538.3619
107,1566.8833,98,1572.7417
108,1632.0917,105,1635.9861
105,1442.1406,108,1438.2462
115,1572.7417,131,1561.7256
131,1535.0259,115,1546.042
115,1635.9861,125,1625.3882
125,1530.2388,115,1540.8367
104,1431.752,120,1422.3145
120,1430.1443,104,1439.5818
103,1546.042,129,1536.985
129,1625.3882,103,1634.4452
109,1377.6147,116,1367.4232
116,1422.3145,109,1432.506
124,1438.2462,135,1433.7445
135,1540.8367,124,1545.3384
134,1439.5818,124,1459.326
124,1561.7256,134,1541.9813
117,1459.326,112,1465.9209
112,1541.9813,117,1535.3865
133,1545.3384,117,1550.8279
117,1433.7445,133,1428.255
108,1432.506,122,1424.0065
122,1634.4452,108,1642.9447
101,1367.4232,110,1364.6442
110,1538.3619,101,1541.141
114,1465.9209,120,1457.3472
120,1536.985,114,1545.5587
104,1550.8279,110,1539.5774
110,1535.3865,104,1546.637
112,1428.255,108,1434.8822
108,1541.141,112,1534.5138
118,1364.6442,115,1376.6781
115,1545.5587,118,1533.5248
134,1434.8822,125,1447.9945
125,1424.0065,134,1410.8942
110,1410.8942,125,1408.1534
125,1642.9447,110,1645.6854
